search.id,University,Department,Position,Name,ecoevo,sex,PhD.taiwan,PhD.country,PhD.university,PhD.uni.rank,PhD,Assistant.since,full.professor,time.to.assistant,time.to.full,Paper.number.before,Paper.number.after,Associate.since,Professor.since,Year,Papers,Citations,Years,Cites_Year,Cites_Paper,Cites_Author,Papers_Author,Authors_Paper,h_index_before,h_index_after,h_index_diff,g_index,hc_index,hI_index,hI_norm,AWCR,AW_index,AWCRpA,e_index,hm_index,QueryDate,Cites_Author_Year,hI_annual,h_coverage,g_coverage,star_count,year_first,year_last,ECC,acc1,acc2,acc5,acc20,hA,beforeafter,stage
1,Academia Sinica,Biodiversity Research Center,Professor,Benny_Kwok_Kan_Chan,1,m,non-Taiwan,Hong Kong,The University of Hong Kong,22,2000,2005,2016,5,11,NA,NA,NA,NA, 2001 to 2005,5,171,20,8.55,34.2,104.67,3.17,2,5,7,2,5,5,2.5,5,9.3,3.05,5.64,12.08,3.17,11/28/21 17:12,5.23,0.25,100,100,0,2001,2005,171,5,1,0,0,2,before,assistant
2,National Taiwan University,Department of Forestry and Resource Conservation,Professor,Biing_T._Guan,1,m,non-Taiwan,USA,University of Illinois at Urbana-Champaign,82,1991,1995,2005,4,10,NA,NA,NA,NA, 1991 to 1995,3,176,30,5.87,58.67,87.67,1.33,2.33,2,2,0,3,2,1,2,5.87,2.42,2.92,13.04,1.33,12/17/21 0:58,2.92,0.07,98.9,100,0,1991,1993,176,2,2,0,0,2,before,assistant
3,National Cheng Kung University,Institute of Tropical Plant Sciences and Microbiology,Assistant Professor,Chao-Li_Huang,1,m,Taiwan,Taiwan,National Cheng Kung University,252,2015,2017,NA,2,NA,NA,NA,NA,NA, 2013 to 2017,8,97,8,12.13,12.13,19.07,1.52,5.38,6,NA,,8,5,1.09,3,16.15,4.02,3.17,7.42,1.32,12/20/21 19:06,2.38,0.38,93.8,100,0,2013,2017,97,6,4,0,0,3,before,assistant
4,Academia Sinica,Biodiversity Research Center,Professor,Chaolun_Allen_Chen,1,m,non-Taiwan,Australia,James Cook University,424,1995,1997,2010,2,13,NA,NA,NA,NA, 1993 to 1997,5,274,26,10.54,54.8,69.72,1.48,3.8,4,10,6,5,3,1.14,4,10.73,3.28,2.74,16.06,1.28,11/30/21 3:40,2.68,0.15,100,100,0,1995,1996,274,2,2,0,0,2,before,assistant
5,National Taiwan University,Department of Life Science,Professor,Chau-Ti_Ting,1,f,Taiwan,Taiwan,National Taiwan University,68,1991,2000,2020,9,20,NA,NA,NA,NA, 1996 to 2000,5,1180,24,49.17,236,327.17,1.42,3.6,5,6,1,5,5,1.39,5,51.83,7.2,14.43,33.99,1.42,11/20/21 22:45,13.63,0.21,100,100,2,1997,2000,1180,5,5,4,1,5,before,assistant
6,National Tsing Hua University,Department of Life Science,Assistant Professor,Chen_Siang_Ng,1,m,non-Taiwan,USA,University of California; Davis,108,2009,2016,NA,7,NA,NA,NA,NA,NA, 2012 to 2016,7,330,9,36.67,47.14,57.34,1.24,5.71,7,4,-3,7,6,1.23,5,46.14,6.79,8,16.76,1.24,11/27/21 4:33,6.37,0.56,100,100,2,2012,2016,330,7,6,5,0,5,before,assistant
7,National Chung Hsing University,Department of Horticulture,Professor,Chen-Fa_Wu,1,m,Taiwan,Taiwan,National Taipei University,1201,2005,2007,2017,2,10,NA,NA,NA,NA, 2003 to 2007,2,248,15,16.53,124,49.6,0.4,5,2,4,2,2,2,0.4,2,17.59,4.19,3.52,15.62,0.4,12/20/21 17:20,3.3,0.13,100,100,1,2006,2007,248,2,1,1,0,2,before,assistant
8,National Taiwan University,Institute of Ecology and Evolutionary Biology,Associate Professor,Cheng-Ruei_Lee,1,m,non-Taiwan,USA,Duke University,52,2013,2016,NA,3,NA,NA,NA,NA,NA, 2012 to 2016,15,1996,9,221.78,133.07,471.02,4.1,4.2,14,8,-6,15,12,3.38,10,344.28,18.55,76.55,42.32,4.1,12/4/21 3:01,52.33,1.11,99.5,100,6,2012,2016,1996,15,14,9,3,7,before,assistant
9,National Taiwan University,Department of Life Science,Assistant Professor,Cheng-Hsiu_Tsai,1,m,non-Taiwan,New Zealand,University of Otago,194,2015,2018,NA,3,NA,NA,NA,NA,NA, 2014 to 2018,14,294,7,42,21,132.5,6.78,2.36,10,NA,,14,10,3.85,8,52.16,7.22,23.74,12.96,6.28,11/26/21 3:59,18.92,1.14,91.2,100,0,2014,2018,294,13,12,4,0,4,before,assistant
10,National Chung Hsing University,Department of Soil and Environmental Sciences,Associate Professor,Cheng-Hua_Huang,1,m,non-Taiwan,USA,University of Florida,173,2009,2014,NA,5,NA,NA,NA,NA,NA, 2010 to 2014,7,228,10,22.8,32.57,62.03,2.02,3.86,6,5,-1,7,5,1.44,4,24.97,5,6.76,13.75,2.02,12/20/21 18:39,6.2,0.4,98.7,100,0,2011,2014,228,6,4,2,0,3,before,assistant
11,National Taiwan Normal University,Department of Life Science,Associate Professor,Chi-Chien_Kuo,1,m,non-Taiwan,USA,University of California; Davis,108,2010,2014,NA,4,NA,NA,NA,NA,NA, 2010 to 2014,12,273,10,27.3,22.75,67.75,3.08,4.33,9,5,-4,12,7,2.19,6,29.38,5.42,7.25,13.56,2.66,11/28/21 21:49,6.77,0.6,97.1,100,0,2011,2014,273,8,6,1,0,3,before,assistant
12,National Taiwan University,Department of Entomology,Associate Professor,Chi-Wei_Tsai,1,m,non-Taiwan,USA,The Ohio State University,120,2006,2009,NA,3,NA,NA,NA,NA,NA, 2005 to 2009,9,737,16,46.06,81.89,160.7,1.95,4.67,8,4,-4,9,8,1.73,8,55.75,7.47,12.23,25.79,1.95,12/10/21 4:07,10.04,0.5,98.9,100,2,2005,2009,737,8,8,6,0,5,before,assistant
13,National Chung Hsing University,Department of Plant Pathology,Associate Professor,Chi-Yu_Chen,1,m,Taiwan,Taiwan,National Chung Hsing University,675,2003,2005,NA,2,NA,NA,NA,NA,NA, 2001 to 2005,5,20,19,1.05,4,9.83,1.84,3.2,2,2,0,4,1,1,2,1.15,1.07,0.57,3.87,1,12/20/21 17:55,0.51,0.11,95,100,0,2002,2004,20,0,0,0,0,1,before,assistant
14,National Chung Hsing University,Department of Plant Pathology,Assistant Professor,Chia-Ching_Chu,1,m,non-Taiwan,USA,University of Illinois at Urbana-Champaign,82,2014,2017,NA,3,NA,NA,NA,NA,NA, 2013 to 2017,7,255,8,31.88,36.43,61.95,1.9,4,5,NA,,7,5,1.14,4,37.78,6.15,9.31,14.93,1.9,12/20/21 18:05,7.74,0.5,97.3,100,1,2013,2017,255,6,5,3,0,3,before,assistant
15,National Sun Yat-sen University,Department of Biological Sciences,Assistant Professor,Chia-Hao_Chang-Yang,1,m,Taiwan,Taiwan,National Taiwan University,68,2013,2018,NA,5,NA,NA,NA,NA,NA, 2014 to 2018,8,212,6,35.33,26.5,44.93,1.73,4.75,7,NA,,8,6,1.48,5,55.33,7.44,11.91,12.57,1.73,12/8/21 4:46,7.48,0.83,97.6,100,1,2015,2018,212,7,6,5,0,5,before,assistant
17,National Taiwan University,Institute of Fisheries Science,Associate Professor,Chia-Ying_Ko,1,f,Taiwan,Taiwan,National Taiwan University,68,2009,2016,NA,7,NA,NA,NA,NA,NA, 2012 to 2016,9,1127,9,125.22,125.22,227.65,2.08,4.44,6,4,-2,9,5,1.29,3,177.25,13.31,35.81,32.79,2.08,12/17/21 1:27,25.29,0.33,98.6,100,2,2012,2016,1127,6,3,2,2,2,before,assistant
18,Academia Sinica,Biodiversity Research Center,Assistant Professor,Chien-Hsiang_Lin,1,m,non-Taiwan,Italy,University of Bari,900,2017,2020,NA,3,NA,NA,NA,NA,NA, 2016 to 2020,7,93,5,18.6,13.29,22.8,1.63,4.43,6,NA,,7,6,1.38,3,27.7,5.26,6.45,7.48,1.43,12/1/21 5:08,4.56,0.6,98.9,100,0,2016,2020,93,7,6,1,0,4,before,assistant
19,National Taiwan University,Department of Life Science,Assistant Professor,Chih-Han_Chang,1,m,non-Taiwan,USA,Johns Hopkins University,25,2015,2019,NA,4,NA,NA,NA,NA,NA, 2015 to 2019,17,456,6,76,26.82,115.58,4.38,4.18,11,NA,,17,11,2.47,6,129.25,11.37,32.02,17.49,3.88,11/25/21 23:39,19.26,1,93.6,100,2,2015,2019,456,15,11,9,1,7,before,assistant
20,National Taiwan University,Institute of Oceanography,Professor,Chih-Hao_Hsieh,1,m,non-Taiwan,USA,University of California; San Diego,48,2006,2007,2014,1,7,NA,NA,NA,NA, 2003 to 2007,7,1617,17,95.12,231,370.17,2,4,7,18,11,7,7,1.75,7,106.27,10.31,24.26,39.6,2,12/11/21 2:33,21.77,0.41,100,100,3,2004,2007,1617,7,7,6,2,5,before,assistant
21,Academia Sinica,Institute of Plant and Microbial Biology,Associate Professor,Chih-Horng_Kuo,1,m,non-Taiwan,USA,The University of Georgia,545,2008,2010,NA,2,NA,NA,NA,NA,NA, 2006 to 2010,12,1525,14,108.93,127.08,541.97,4.95,2.67,9,19,10,12,9,3.24,9,130.44,11.42,45.8,37.83,4.45,12/13/21 2:17,38.71,0.64,99.1,100,5,2007,2010,1525,9,9,8,2,7,before,assistant
22,National Taiwan University,Institute of Oceanography,Associate Professor,Chih-Lin_Wei,1,m,non-Taiwan,USA,Texas A&M University,168,2011,2014,NA,3,NA,NA,NA,NA,NA, 2010 to 2014,10,1049,11,95.36,104.9,214.38,2.22,4.6,10,9,-1,10,9,2.17,8,116.14,10.78,23.66,30.81,2.22,12/14/21 22:11,19.48,0.73,100,100,4,2010,2014,1049,10,10,6,2,6,before,assistant
23,Academia Sinica,Biodiversity Research Center,Associate Professor,Chih-Ming_Hung,1,m,non-Taiwan,USA,University of Minnesota,186,2012,2016,NA,4,NA,NA,NA,NA,NA, 2012 to 2016,8,303,9,33.67,37.88,80.83,2.16,4,8,8,0,8,6,2,5,42.82,6.54,11.47,15.46,2.17,12/1/21 4:07,8.98,0.56,100,100,1,2012,2016,303,8,6,3,0,4,before,assistant
24,Academia Sinica,Biodiversity Research Center,Professor,Chih-Yu_Chiu,1,m,non-Taiwan,Japan,University of Tsukuba,285,1988,1988,2003,0,15,NA,NA,NA,NA, 1984 to 1988,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,11/30/21 3:02,0,0,0,0,0,0,0,0,0,0,0,0,0,before,assistant
26,National Chung Hsing University,Department of Forestry,Professor,Chiung-Pin_Liu,1,f,Taiwan,Taiwan,National Chung Hsing University,675,1999,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,assistant
27,Academia Sinica,Institute of Plant and Microbial Biology,Assistant Professor,Chuan_Ku,1,m,non-Taiwan,Germany,University of Düsseldorf,775,2016,2019,NA,3,NA,NA,NA,NA,NA, 2015 to 2019,7,497,6,82.83,71,132.12,2.15,3.86,6,NA,,7,6,1.5,5,95.47,9.77,26.37,21.45,1.82,12/5/21 2:45,22.02,0.83,99.8,100,4,2015,2019,497,6,5,5,1,5,before,assistant
28,National Tsing Hua University,Department of Life Science,Professor,Chuan-Chin_Chiao,1,m,non-Taiwan,USA,University of Maryland; Baltimore County,775,2000,2002,2012,2,10,NA,NA,NA,NA, 1998 to 2002,9,1535,23,66.74,170.56,537.83,3.25,3,9,9,0,9,8,3,8,69.98,8.37,24.68,38.13,3.25,11/26/21 4:35,23.38,0.35,100,100,1,1998,2002,1535,8,8,3,1,4,before,assistant
29,National Taiwan University,Institute of Ecology and Evolutionary Biology,Professor,Chuan-Kai_Ho,1,m,non-Taiwan,USA,University of Houston,725,2008,2011,2021,3,10,NA,NA,NA,NA, 2007 to 2011,5,382,14,27.29,76.4,92.17,1.5,4,5,5,0,5,5,1.25,5,31.96,5.65,7.82,18.89,1.5,12/4/21 2:49,6.58,0.36,100,100,1,2007,2011,382,5,5,2,0,4,before,assistant
30,National Chung Hsing University,Department of Life Sciences,Assistant Professor,Chuan-Wen_Ho,1,f,Taiwan,Taiwan,National Cheng Kung University,252,2013,2019,NA,6,NA,NA,NA,NA,NA, 2015 to 2019,5,17,6,2.83,3.4,4.88,1.37,3.8,2,NA,,4,2,0.5,1,3.33,1.83,0.98,2.83,1.12,12/7/21 4:20,0.81,0.17,70.6,94.1,0,2015,2017,17,1,0,0,0,1,before,assistant
31,National Taiwan University,Department of Entomology,Professor,Chun-Che_Chang,1,m,non-Taiwan,UK,University of Cambridge,3,2001,2003,2014,2,11,NA,NA,NA,NA, 1999 to 2003,3,98,19,5.16,32.67,30.8,1.03,3.33,3,4,1,3,2,0.9,2,5.21,2.28,1.63,9.43,1.03,12/10/21 2:13,1.62,0.11,100,100,0,2002,2003,98,2,1,0,0,1,before,assistant
32,National Taiwan University,Department of Agronomy,Assistant Professor,Chun-Huo_Chiu,1,m,Taiwan,Taiwan,National Yang Ming Chiao Tung University,268,2010,2017,NA,7,NA,NA,NA,NA,NA, 2013 to 2017,15,1436,7,205.14,95.73,527.05,5.13,3.33,15,NA,,15,15,4.5,10,240.44,15.51,89.73,34.8,5.13,12/17/21 21:28,75.29,1.43,100,100,9,2014,2017,1436,15,15,13,3,9,before,assistant
33,National Taiwan University,Department of Life Science,Professor,Chun-Neng_Wang,1,m,non-Taiwan,UK,University of Edinburgh,16,2003,2005,2019,2,14,NA,NA,NA,NA, 2001 to 2005,5,201,18,11.17,40.2,74.5,1.83,2.8,5,4,-1,5,4,1.79,5,11.68,3.42,4.31,13.27,1.83,11/21/21 4:38,4.13,0.28,100,100,0,2003,2004,201,4,4,0,0,3,before,assistant
34,National Taiwan Normal University,Department of Life Science,Professor,Chung-Chi_Chen,1,m,non-Taiwan,USA,University of Maryland; Baltimore County,775,1998,2001,2008,3,7,NA,NA,NA,NA, 1997 to 2001,7,385,24,16.04,55,123.3,2.28,3.29,7,8,1,7,5,2.13,6,16.89,4.11,5.37,18.33,2.28,11/27/21 23:24,5.13,0.25,100,100,0,1997,2001,385,6,3,1,0,2,before,assistant
35,National Chung Hsing University,Department of Forestry,Assistant Professor,Chung-I_Chen,1,m,Taiwan,Taiwan,National Taiwan University,68,2016,2019,NA,3,NA,NA,NA,NA,NA, 2015 to 2019,3,29,5,5.8,9.67,7.43,0.78,4,3,NA,,3,3,0.75,2,8.3,2.88,2.27,4.47,0.78,12/20/21 17:04,1.48,0.4,100,100,0,2016,2019,29,3,3,0,0,2,before,assistant
36,National Taiwan Normal University,Department of Life Science,Professor,Chung-Ping_Lin,1,m,non-Taiwan,USA,Cornell University,21,2003,2004,2011,1,7,NA,NA,NA,NA, 2000 to 2004,3,487,19,25.63,162.33,234.67,1.33,2.33,3,4,1,3,3,1.29,3,28.28,5.32,13.62,21.86,1.33,11/28/21 2:45,12.35,0.16,100,100,1,2002,2004,487,3,3,1,1,3,before,assistant
37,National Tsing Hua University,Department of Life Science,Professor,Chyng-Shyan_Tzeng,1,m,Taiwan,Taiwan,National Taiwan University,68,1991,1995,NA,4,NA,NA,NA,NA,NA, 1991 to 1995,2,283,29,9.76,141.5,70.75,0.5,4,1,3,2,2,1,0.25,1,9.76,3.12,2.44,16.76,0.5,12/31/21 2:51,2.43,0.03,99.6,100,0,1992,1992,283,1,1,1,0,1,before,assistant
38,National Taiwan University,Institute of Ecology and Evolutionary Biology,Associate Professor,David_Zelený,1,m,non-Taiwan,Czech Republic,University of South Bohemia in Ceske Budejovice,,2008,2015,NA,7,NA,NA,NA,NA,NA, 2011 to 2015,17,816,10,81.6,48,233.28,4.05,4.47,15,9,-6,17,12,3.26,8,100.56,10.03,27.94,23.96,4.05,12/4/21 4:39,23.32,0.8,97.9,100,2,2011,2015,816,17,14,8,1,6,before,assistant
39,National Taiwan University,Department of Life Science,Associate Professor,Dian-Han_Kuo,1,m,non-Taiwan,USA,University of Texas at Austin,67,2004,2012,NA,8,NA,NA,NA,NA,NA, 2008 to 2012,7,127,12,10.58,18.14,61.42,3.42,2.43,6,3,-3,7,4,2.57,5,11.66,3.41,5.62,9.33,3.42,11/25/21 4:59,5.11,0.42,96.9,100,0,2009,2012,127,4,2,0,0,2,before,assistant
40,National Taiwan University,Department of Entomology,Professor,En-Cheng_Yang,1,m,non-Taiwan,Australia,The Australien National University,27,1994,1999,2010,5,11,NA,NA,NA,NA, 1990 to 1994,1,60,30,2,60,30,0.5,2,1,3,2,1,1,0.5,1,2,1.41,1,7.68,0.5,12/9/21 2:26,1,0.03,100,100,0,1991,1991,60,1,1,0,0,1,before,assistant
41,National Taiwan University,Department of Forestry and Resource Conservation,Professor,Fang-Hua_Chu,1,f,Taiwan,Taiwan,National Chung Hsing University,675,1999,2003,2012,4,9,NA,NA,NA,NA, 1999 to 2003,3,249,20,12.45,83,49.8,0.6,5,3,10,7,3,3,0.6,3,12.59,3.55,2.52,15.49,0.6,12/17/21 4:06,2.49,0.15,100,100,0,2001,2003,249,3,2,1,0,2,before,assistant
42,National Chung Hsing University,Department of Soil and Environmental Sciences,Associate Professor,Fo-Ting_Shen,1,m,Taiwan,Taiwan,National Chung Hsing University,675,2006,2011,NA,5,NA,NA,NA,NA,NA, 2007 to 2011,30,837,14,59.79,27.9,200.08,7.13,4.3,20,12,-8,28,10,4.65,8,68.22,8.26,16.32,16.94,7.13,12/20/21 18:17,14.29,0.57,82.1,98.1,0,2007,2011,837,28,17,1,0,3,before,assistant
43,National Taiwan University,Department of Plant Pathology and Microbiology,Assistant Professor,Hiran_A._Ariyawansa,1,m,non-Taiwan,Thailand,Mae Fah Luang University,,2015,2017,NA,2,NA,NA,NA,NA,NA, 2013 to 2017,42,3497,8,437.13,83.26,701.85,9.4,4.62,23,NA,,42,19,4.94,13,589.33,24.28,118.25,52.72,7.65,12/19/21 4:15,87.73,1.63,94.6,100,13,2013,2017,3497,37,30,18,8,12,before,assistant
44,National Taiwan University,Department of Life Science,Professor,Hon-Tsen_Yu,1,m,non-Taiwan,USA,University of California; Berkeley ,32,1992,1994,2013,2,19,NA,NA,NA,NA, 1990 to 1994,4,150,29,5.17,37.5,143,3.5,1.25,4,5,1,4,2,3.2,4,5.46,2.34,5.22,11.58,3.5,11/21/21 4:06,4.93,0.14,100,100,0,1992,1994,150,2,1,0,0,1,before,assistant
45,National Chung Hsing University,Department of Entomology,Professor,Hou-Feng_Li,1,m,non-Taiwan,USA,University of Florida,173,2009,2013,2020,4,7,NA,NA,NA,NA, 2009 to 2013,11,244,12,20.33,22.18,70.73,3.24,3.73,9,9,0,11,5,2.45,5,23.27,4.82,6.74,12.21,3.23,12/12/21 17:57,5.89,0.42,94.3,100,0,2009,2013,244,8,4,1,0,3,before,assistant
46,National Chung Hsing University,Department of Forestry,Assistant Professor,Hsiang-Ling_Chen,1,f,non-Taiwan,USA,The University of Arizona,268,2014,2018,NA,4,NA,NA,NA,NA,NA, 2014 to 2018,5,156,6,26,31.2,49.08,2.42,3,5,NA,,5,4,1.67,4,41.6,6.45,11.04,11.45,2.42,12/20/21 16:57,8.18,0.67,100,100,1,2015,2018,156,4,3,2,1,3,before,assistant
47,National Cheng Kung University,Department of Biotechnology and Bioindustry Sciences,Assistant Professor,Hsiao-Pei_Lu,1,f,Taiwan,Taiwan,National Taiwan University,68,2013,2019,NA,6,NA,NA,NA,NA,NA, 2015 to 2019,4,141,5,28.2,35.25,21.12,0.67,6,3,NA,,4,4,0.5,2,45.8,6.77,6.89,11.36,0.68,12/12/21 3:28,4.22,0.4,97.9,100,1,2016,2019,141,4,3,1,1,3,before,assistant
48,National Taiwan University,Department of Forestry and Resource Conservation,Professor,Hsiao-Wei_Yuan,1,f,non-Taiwan,USA,Cornell University,21,1993,1994,2005,1,11,NA,NA,NA,NA, 1990 to 1994,1,6,28,0.21,6,6,1,1,1,1,0,1,0,1,1,0.21,0.46,0.21,2.24,1,12/16/21 20:14,0.21,0.04,100,100,0,1993,1993,6,0,0,0,0,0,before,assistant
49,National Taiwan University,Department of Life Science,Associate Professor,Hsin-Hung_Chou,1,m,non-Taiwan,USA,Harvard University,5,2009,2015,NA,6,NA,NA,NA,NA,NA,NA,4,627,10,62.7,156.75,149.63,1.28,3.5,4,1,-3,4,4,1.14,4,68.77,8.29,16.85,24.72,1.28,11/25/21 3:50,14.96,0.4,100,100,1,2011,2015,627,4,4,4,1,4,before,assistant
50,National Chung Hsing University,Department of Life Sciences,Professor,Hsing-Juh_Lin,1,m,non-Taiwan,USA,University of Rhode Island,1100,1994,1999,2006,5,7,NA,NA,NA,NA, 1995 to 1999,2,85,23,3.7,42.5,34.67,0.83,2.5,2,7,5,2,2,0.8,2,3.79,1.95,1.54,9,0.83,12/5/21 4:50,1.5,0.09,100,100,0,1998,1999,85,2,1,0,0,2,before,assistant
51,National Sun Yat-sen University,Department of Marine Biotechnology and Resources,Assistant Professor,Hsiu-Chin_Lin,1,f,non-Taiwan,USA,University of California; San Diego,48,2009,2014,NA,5,NA,NA,NA,NA,NA, 2010 to 2014,6,176,11,16,29.33,67.83,2.34,3,6,5,-1,6,5,2,5,21.28,4.61,7.94,11.83,2.33,12/21/21 0:42,6.16,0.45,100,100,0,2010,2014,176,5,5,2,0,3,before,assistant
52,National Taiwan University,Department of Life Science,Professor,Hsiu-Hui_Shih,1,f,Taiwan,Taiwan,National Taiwan University,68,NA,1991,2004,NA,13,NA,NA,NA,NA, 1987 to 1991,1,2,31,0.06,2,1,0.5,2,1,0,-1,1,0,0.5,1,0.06,0.25,0.03,1,0.5,12/31/21 2:40,0.03,0.03,100,100,0,1990,1990,2,0,0,0,0,0,before,assistant
54,National Cheng Kung University,Department of Life Sciences,Assistant Professor,Yu-Hsun_Hsu,1,f,non-Taiwan,New Zealand,University of Otago,194,2014,2018,NA,4,NA,NA,NA,NA,NA,NA,5,129,7,18.43,25.8,25.32,1.02,5,4,NA,,5,4,0.76,3,21.75,4.66,4.27,10.49,1.02,12/2/21 3:09,3.61,0.43,97.7,100,0,2014,2018,129,5,4,2,0,3,before,assistant
55,National Chung Hsing University,Department of Forestry,Professor,Hsy-Yu_Tzeng,1,m,Taiwan,Taiwan,National Chung Hsing University,675,2003,2007,2018,4,11,NA,NA,NA,NA, 2003 to 2007,1,15,15,1,15,3,0.2,5,1,5,4,1,1,0.2,1,1,1,0.2,3.74,0.2,12/20/21 16:28,0.2,0.07,100,100,0,2006,2006,15,1,0,0,0,1,before,assistant
56,National Sun Yat-sen University,Department of Biological Sciences,Assistant Professor,"Huang,_Shu-Ping",1,f,Taiwan,Taiwan,National Taiwan Normal University,334,2008,2015,NA,7,NA,NA,NA,NA,NA, 2011 to 2015,7,125,10,12.5,17.86,31.75,1.92,3.86,5,4,-1,7,5,1.25,4,16.67,4.08,4.2,9.9,1.67,12/8/21 4:26,3.17,0.4,98.4,100,0,2011,2015,125,5,4,1,0,3,before,assistant
57,National Taiwan University,Institute of Oceanography,Associate Professor,Hui-Yu_Wang,1,f,non-Taiwan,USA,University of Michigan,23,2009,2011,NA,2,NA,NA,NA,NA,NA, 2007 to 2011,4,224,14,16,56,69,1.25,3.5,4,5,1,4,4,1.14,4,17.18,4.14,5.38,14.42,1.25,12/14/21 21:48,4.92,0.29,100,100,0,2007,2009,224,4,4,1,0,3,before,assistant
58,National Taiwan University,Department of Entomology,Assistant Professor,Hui-Yun_Tseng,1,f,Taiwan,Taiwan,TUNGHAI UNIVERSITY,1201,2017,2019,NA,2,NA,NA,NA,NA,NA, 2015 to 2019,11,131,6,21.83,11.91,26.65,2.33,4.82,7,NA,,11,7,1.4,4,33.27,5.77,6.89,8.25,2.08,12/10/21 21:02,4.44,0.67,89.3,100,0,2015,2019,131,10,7,2,0,4,before,assistant
59,National Chung Hsing University,Department of Horticulture,Assistant Professor,Hung-Ming_Tu,1,m,Taiwan,Taiwan,National Taiwan University,68,2017,2018,NA,1,NA,NA,NA,NA,NA, 2014 to 2018,1,2,4,0.5,2,1,0.5,2,1,NA,,1,1,0.5,1,0.5,0.71,0.25,1,0.5,12/20/21 17:40,0.25,0.25,100,100,0,2017,2017,2,0,0,0,0,1,before,assistant
61,National Taiwan University,College of Medicine,Professor,Hurng-Yi_Wang,1,m,Taiwan,Taiwan,National Taiwan Normal University,334,2000,2006,2015,6,9,NA,NA,NA,NA, 2002 to 2006,6,689,19,36.26,114.83,177.77,1.53,4.5,6,11,5,6,5,1.33,4,39.82,6.31,10.18,25.55,1.53,12/4/21 2:20,9.35,0.21,100,100,1,2002,2004,689,5,4,3,1,3,before,assistant
62,National Cheng Kung University,Department of Life Sciences,Associate Professor,I-Ching_Chen,1,f,non-Taiwan,UK,University of York,151,2011,2012,NA,1,NA,NA,NA,NA,NA,NA,4,4774,12,397.83,1193.5,976.3,0.85,4.75,4,3,-1,4,4,0.84,4,470.23,21.68,95.84,68.98,0.85,12/2/21 2:42,81.35,0.33,100,100,4,2009,2011,4774,4,4,4,3,4,before,assistant
63,Academia Sinica,Biodiversity Research Center,Associate Professor,Isheng_Jason_Tsai,1,m,non-Taiwan,UK,Imperial College London,7,2009,2015,NA,6,NA,NA,NA,NA,NA, 2011 to 2015,20,2678,10,267.8,133.9,527.6,5.75,4.6,17,15,-2,20,14,3.36,12,326.22,18.06,64.18,48.75,3.75,12/1/21 3:41,52.76,1.2,99.6,100,8,2011,2015,2678,18,17,13,6,9,before,assistant
64,National Taiwan University,Institute of Oceanography,Professor,Jen-Chieh_Shiao,1,m,Taiwan,Taiwan,National Taiwan University,68,2002,2006,2015,4,9,NA,NA,NA,NA, 2002 to 2006,20,1351,19,71.11,67.55,331.02,5.34,4.05,15,16,1,20,10,3.63,11,81.4,9.02,19.81,33.17,4.5,12/12/21 2:08,17.42,0.58,98.1,100,1,2002,2006,1351,15,14,8,1,6,before,assistant
65,Academia Sinica,Biodiversity Research Center,Assistant Professor,Jen-Pan_Huang,1,m,non-Taiwan,USA,University of Michigan,23,2016,2019,NA,3,NA,NA,NA,NA,NA, 2015 to 2019,21,295,6,49.17,14.05,127.3,10.66,3.19,10,NA,,17,11,2.78,6,96.53,9.83,36.06,12.08,5.6,12/1/21 4:32,21.21,1,83.4,98.3,5,2015,2019,295,17,13,6,0,5,before,assistant
66,National Chung Hsing University,Department of Entomology,Professor,Jeng-Tze_Yang,1,m,Taiwan,Taiwan,National Chung Hsing University,675,1993,1993,2003,0,10,NA,NA,NA,NA, 1989 to 1993,2,23,32,0.72,11.5,11.67,1.33,2,2,3,1,2,1,1,2,0.74,0.86,0.38,4.36,1.33,12/12/21 3:49,0.36,0.06,100,100,0,1989,1992,23,0,0,0,0,1,before,assistant
67,National Taiwan Normal University,Department of Life Science,Professor,Jenn-Che_Wang,1,m,Taiwan,Taiwan,National Taiwan University,68,1988,1988,1996,0,8,NA,NA,NA,NA, 1984 to 1988,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,11/27/21 17:29,0,0,0,0,0,0,0,0,0,0,0,0,0,before,assistant
68,National Taiwan University,Institute of Ecology and Evolutionary Biology,Professor,Jer-Ming_Hu,1,m,non-Taiwan,USA,University of California; Davis,108,2000,2001,2017,1,16,NA,NA,NA,NA, 1997 to 2001,5,755,23,32.83,151,198.75,1.28,4,5,3,-2,5,4,1.25,4,35.51,5.96,9.29,27.02,1.28,12/2/21 3:18,8.64,0.17,100,100,3,1998,2001,755,4,4,3,0,4,before,assistant
70,National Taiwan University,Department of Plant Pathology and Microbiology,Assistant Professor,Jiue-in_Yang,1,f,non-Taiwan,USA,University of California; Riverside,403,2012,2015,NA,3,NA,NA,NA,NA,NA, 2011 to 2015,5,205,9,22.78,41,41.63,1.07,4.8,5,5,0,5,5,1.04,4,24.24,4.92,4.92,13.42,1.07,12/19/21 1:38,4.62,0.44,100,100,0,2012,2014,205,5,4,2,0,3,before,assistant
